id_vet_especialidad;id_veterinario;id_prestacion;id_especialidad;nombres;apellidos;sexo;especialidad;id_clinica;nombre_clinica;direccion;n_calificaciones;calificacion;latitud;longitud;dpa;valor
91;19;20;4;José Miguel;Carrizo Nuñez;MASCULINO;Dermatología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;65000
91;19;20;4;José Miguel;Carrizo Nuñez;MASCULINO;Dermatología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;45000
91;19;20;4;José Miguel;Carrizo Nuñez;MASCULINO;Dermatología;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101;60000
91;19;20;4;José Miguel;Carrizo Nuñez;MASCULINO;Dermatología;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101;40000
91;19;20;4;José Miguel;Carrizo Nuñez;MASCULINO;Dermatología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;40000
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;30000
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;0
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101;50000
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101;30000
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;85000
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;30000
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;65000
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101;30000
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101;65000
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;65000
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;45000
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;0
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101;40000
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101;50000
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;0
95;20;65;13;Bárbara Carolina;Casagran Marchánt;FEMENINO;Geriatría;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;70000
96;20;23;5;Bárbara Carolina;Casagran Marchánt;FEMENINO;Fisioterapia;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;35000
97;20;12;3;Bárbara Carolina;Casagran Marchánt;FEMENINO;Cirugía;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;30000
98;20;43;9;Bárbara Carolina;Casagran Marchánt;FEMENINO;Nutrición animal;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;30000
99;20;16;4;Bárbara Carolina;Casagran Marchánt;FEMENINO;Dermatología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;75000
100;20;30;6;Bárbara Carolina;Casagran Marchánt;FEMENINO;Oftalmología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;70000
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;25000
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;35000
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;25000
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;45000
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;35000
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;25000
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;45000
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;55000
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;25000
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;35000
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;90000
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;40000
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;35000
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;25000
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;45000
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;55000
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;25000
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;25000
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;55000
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;0
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;30000
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;65000
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;65000
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;85000
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;25000
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;35000
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;25000
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;45000
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;45000
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;25000
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;25000
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;0
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101;65000
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101;45000
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;0
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101;40000
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;30000
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;80000
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;45000
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;35000
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;35000
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;55000
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;75000
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;30000
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;25000
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;50000
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;50000
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;30000
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;30000
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;25000
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;65000
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;0
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;0
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;30000
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;75000
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;30000
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;25000
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;50000
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;50000
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;30000
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;50000
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;55000
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;90000
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;0
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;0
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;25000
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;40000
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;35000
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;25000
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;85000
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101;85000
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;35000
116;23;33;7;Cristian Emilio;Catalán Arias;MASCULINO;Oncología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;35000
116;23;33;7;Cristian Emilio;Catalán Arias;MASCULINO;Oncología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;55000
117;23;16;4;Cristian Emilio;Catalán Arias;MASCULINO;Dermatología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;35000
117;23;16;4;Cristian Emilio;Catalán Arias;MASCULINO;Dermatología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;25000
118;23;46;10;Cristian Emilio;Catalán Arias;MASCULINO;Endocrinología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;35000
118;23;46;10;Cristian Emilio;Catalán Arias;MASCULINO;Endocrinología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;35000
119;23;2;1;Cristian Emilio;Catalán Arias;MASCULINO;Medicina interna;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;40000
119;23;2;1;Cristian Emilio;Catalán Arias;MASCULINO;Medicina interna;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;35000
120;23;55;11;Cristian Emilio;Catalán Arias;MASCULINO;Etología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;35000
120;23;55;11;Cristian Emilio;Catalán Arias;MASCULINO;Etología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;30000
121;24;3;1;William Adrian;Césped Muñoz;MASCULINO;Medicina interna;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;60000
121;24;3;1;William Adrian;Césped Muñoz;MASCULINO;Medicina interna;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;0
122;24;58;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;30000
122;24;58;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;25000
123;24;52;11;William Adrian;Césped Muñoz;MASCULINO;Etología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;25000
123;24;52;11;William Adrian;Césped Muñoz;MASCULINO;Etología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;50000
124;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;30000
124;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;30000
125;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;30000
125;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;30000
126;24;34;7;William Adrian;Césped Muñoz;MASCULINO;Oncología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;25000
126;24;34;7;William Adrian;Césped Muñoz;MASCULINO;Oncología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;85000
127;24;23;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;35000
127;24;23;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;55000
128;24;56;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;30000
128;24;56;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;25000
129;24;21;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101;35000
129;24;21;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;55000
130;25;69;14;Exequiel Fernando;Collao López;MASCULINO;Nutrición natural;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101;55000
130;25;69;14;Exequiel Fernando;Collao López;MASCULINO;Nutrición natural;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;55000
131;25;33;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101;50000
131;25;33;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;25000
132;25;5;1;Exequiel Fernando;Collao López;MASCULINO;Medicina interna;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101;30000
132;25;5;1;Exequiel Fernando;Collao López;MASCULINO;Medicina interna;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;90000
133;25;34;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101;50000
133;25;34;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;25000
134;25;61;13;Exequiel Fernando;Collao López;MASCULINO;Geriatría;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101;35000
134;25;61;13;Exequiel Fernando;Collao López;MASCULINO;Geriatría;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101;55000
135;26;48;10;Miguel Mario;Contreras Lusardi;MASCULINO;Endocrinología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;65000
136;26;31;7;Miguel Mario;Contreras Lusardi;MASCULINO;Oncología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;70000
137;26;40;8;Miguel Mario;Contreras Lusardi;MASCULINO;Radiología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;35000
138;26;57;12;Miguel Mario;Contreras Lusardi;MASCULINO;Gastroenterología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;25000
139;26;19;4;Miguel Mario;Contreras Lusardi;MASCULINO;Dermatología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;45000
140;26;1;1;Miguel Mario;Contreras Lusardi;MASCULINO;Medicina interna;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;35000
141;26;15;3;Miguel Mario;Contreras Lusardi;MASCULINO;Cirugía;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;30000
142;26;26;6;Miguel Mario;Contreras Lusardi;MASCULINO;Oftalmología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;80000
143;26;69;14;Miguel Mario;Contreras Lusardi;MASCULINO;Nutrición natural;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;45000
144;27;65;13;Pablo José;Cortés López;MASCULINO;Geriatría;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;65000
144;27;65;13;Pablo José;Cortés López;MASCULINO;Geriatría;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;60000
145;27;58;12;Pablo José;Cortés López;MASCULINO;Gastroenterología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;80000
145;27;58;12;Pablo José;Cortés López;MASCULINO;Gastroenterología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;75000
146;27;25;5;Pablo José;Cortés López;MASCULINO;Fisioterapia;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;65000
146;27;25;5;Pablo José;Cortés López;MASCULINO;Fisioterapia;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;35000
147;27;51;11;Pablo José;Cortés López;MASCULINO;Etología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119;35000
147;27;51;11;Pablo José;Cortés López;MASCULINO;Etología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101;30000
148;28;16;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;45000
148;28;16;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101;90000
149;28;19;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;45000
149;28;19;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101;90000
150;28;36;8;Macarena Cecilia;Cortéz Jara;FEMENINO;Radiología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;55000
150;28;36;8;Macarena Cecilia;Cortéz Jara;FEMENINO;Radiología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101;60000
151;28;13;3;Macarena Cecilia;Cortéz Jara;FEMENINO;Cirugía;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;35000
151;28;13;3;Macarena Cecilia;Cortéz Jara;FEMENINO;Cirugía;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101;30000
152;28;57;12;Macarena Cecilia;Cortéz Jara;FEMENINO;Gastroenterología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123;80000
152;28;57;12;Macarena Cecilia;Cortéz Jara;FEMENINO;Gastroenterología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101;40000
